,drugbank_id,name,smiles,inchi,groups,drug_type,atc_codes
DB00224,DB00224,Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,"InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)/t28-,29+,31+,32-,33+/m1/s1",['approved'],small molecule,['J05AE02']
DB00390,DB00390,Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1","['approved', 'investigational']",small molecule,['C01AA05']
DB13867,DB13867,Fluticasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,"InChI=1S/C22H27F3O4S/c1-11-6-13-14-8-16(24)15-7-12(26)4-5-19(15,2)21(14,25)17(27)9-20(13,3)22(11,29)18(28)30-10-23/h4-5,7,11,13-14,16-17,27,29H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19+,20+,21+,22+/m1/s1","['approved', 'investigational', 'withdrawn']",small molecule,"['R03BA05', 'D07AC17', 'R03AK11', 'R03AK06', 'R01AD08', 'R01AD58']"
DB01253,DB01253,Ergometrine,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,"InChI=1S/C19H23N3O2/c1-11(10-23)21-19(24)13-6-15-14-4-3-5-16-18(14)12(8-20-16)7-17(15)22(2)9-13/h3-6,8,11,13,17,20,23H,7,9-10H2,1-2H3,(H,21,24)/t11-,13+,17+/m0/s1",['approved'],small molecule,['G02AB03']
DB00754,DB00754,Ethotoin,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,"InChI=1S/C11H12N2O2/c1-2-13-10(14)9(12-11(13)15)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,12,15)",['approved'],small molecule,['N03AB01']
DB13502,DB13502,Budipine,CC(C)(C)N1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C21H27N/c1-20(2,3)22-16-14-21(15-17-22,18-10-6-4-7-11-18)19-12-8-5-9-13-19/h4-13H,14-17H2,1-3H3",['experimental'],small molecule,['N04BX03']
DB05316,DB05316,Pimavanserin,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,"InChI=1S/C25H34FN3O2/c1-19(2)18-31-24-10-6-20(7-11-24)16-27-25(30)29(23-12-14-28(3)15-13-23)17-21-4-8-22(26)9-5-21/h4-11,19,23H,12-18H2,1-3H3,(H,27,30)","['approved', 'investigational']",small molecule,['N05AX17']
DB15091,DB15091,Upadacitinib,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,"InChI=1S/C17H19F3N6O/c1-2-10-7-25(16(27)24-9-17(18,19)20)8-11(10)13-5-22-14-6-23-15-12(26(13)14)3-4-21-15/h3-6,10-11,21H,2,7-9H2,1H3,(H,24,27)/t10-,11+/m1/s1","['approved', 'investigational']",small molecule,['L04AF03']
DB13623,DB13623,Fabomotizole,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1,"InChI=1S/C15H21N3O2S/c1-2-20-12-3-4-13-14(11-12)17-15(16-13)21-10-7-18-5-8-19-9-6-18/h3-4,11H,2,5-10H2,1H3,(H,16,17)",['investigational'],small molecule,['N05BX04']
DB06701,DB06701,Dexmethylphenidate,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3/t12-,13-/m1/s1","['approved', 'investigational']",small molecule,"['N06BA11', 'N06BA15']"
DB00378,DB00378,Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,"InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1","['approved', 'investigational', 'withdrawn']",small molecule,"['G03FA14', 'G03DB01', 'G03FB08']"
DB06727,DB06727,Sparteine,[H][C@@]12CCCCN1C[C@@H]1C[C@H]2CN2CCCC[C@]12[H],"InChI=1S/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2/t12-,13-,14-,15+/m0/s1","['approved', 'withdrawn']",small molecule,['C01BA04']
DB01236,DB01236,Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,"InChI=1S/C4H3F7O/c5-1-12-2(3(6,7)8)4(9,10)11/h2H,1H2","['approved', 'investigational', 'vet_approved']",small molecule,['N01AB08']
DB01182,DB01182,Propafenone,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3","['approved', 'investigational']",small molecule,['C01BC03']
DB09297,DB09297,Paritaprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,"InChI=1S/C40H43N7O7S/c1-24-21-42-33(22-41-24)35(48)43-32-16-6-4-2-3-5-11-25-20-40(25,39(51)46-55(52,53)27-17-18-27)45-36(49)34-19-26(23-47(34)38(32)50)54-37-30-14-8-7-12-28(30)29-13-9-10-15-31(29)44-37/h5,7-15,21-22,25-27,32,34H,2-4,6,16-20,23H2,1H3,(H,43,48)(H,45,49)(H,46,51)/b11-5-/t25-,26-,32+,34+,40-/m1/s1",['approved'],small molecule,"['J05AP53', 'J05AP52']"
DB09267,DB09267,Strontium ranelate,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,"InChI=1S/C12H10N2O8S.2Sr/c13-2-6-5(1-7(15)16)10(12(21)22)23-11(6)14(3-8(17)18)4-9(19)20;;/h1,3-4H2,(H,15,16)(H,17,18)(H,19,20)(H,21,22);;/q;2*+2/p-4","['approved', 'withdrawn']",small molecule,"['M05BX03', 'M05BX53']"
DB13526,DB13526,Pentaerithrityl,OCC(CO)(CO)CO,"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2",['experimental'],small molecule,['A06AD14']
DB13256,DB13256,Clothiapine,CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,"InChI=1S/C18H18ClN3S/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",['approved'],small molecule,['N05AH06']
DB11986,DB11986,Entrectinib,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=CC=C(CC4=CC(F)=CC(F)=C4)C=C23)C(NC2CCOCC2)=C1,"InChI=1S/C31H34F2N6O2/c1-38-8-10-39(11-9-38)25-3-4-26(29(19-25)34-24-6-12-41-13-7-24)31(40)35-30-27-17-20(2-5-28(27)36-37-30)14-21-15-22(32)18-23(33)16-21/h2-5,15-19,24,34H,6-14H2,1H3,(H2,35,36,37,40)","['approved', 'investigational']",small molecule,['L01EX14']
DB13221,DB13221,Apronalide,CC(C)C(CC=C)C(=O)NC(N)=O,"InChI=1S/C9H16N2O2/c1-4-5-7(6(2)3)8(12)11-9(10)13/h4,6-7H,1,5H2,2-3H3,(H3,10,11,12,13)",['approved'],small molecule,['N05CM12']
DB00533,DB00533,Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,"InChI=1S/C17H14O4S/c1-22(19,20)14-9-7-12(8-10-14)15-11-21-17(18)16(15)13-5-3-2-4-6-13/h2-10H,11H2,1H3","['approved', 'withdrawn']",small molecule,['M01AH02']
DB13230,DB13230,Gestonorone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"InChI=1S/C20H28O3/c1-12(21)20(23)10-8-18-17-5-3-13-11-14(22)4-6-15(13)16(17)7-9-19(18,20)2/h11,15-18,23H,3-10H2,1-2H3/t15-,16+,17+,18-,19-,20-/m0/s1",['experimental'],small molecule,"['L02AB03', 'G03DA01']"
DB06712,DB06712,Nilvadipine,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,"InChI=1S/C19H19N3O6/c1-10(2)28-19(24)15-11(3)21-14(9-20)17(18(23)27-4)16(15)12-6-5-7-13(8-12)22(25)26/h5-8,10,16,21H,1-4H3",['approved'],small molecule,['C08CA10']
DB01321,DB01321,Josamycin,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,"InChI=1S/C42H69NO15/c1-23(2)19-32(47)56-40-27(6)53-34(22-42(40,8)50)57-37-26(5)54-41(36(49)35(37)43(9)10)58-38-29(17-18-44)20-24(3)30(46)16-14-12-13-15-25(4)52-33(48)21-31(39(38)51-11)55-28(7)45/h12-14,16,18,23-27,29-31,34-41,46,49-50H,15,17,19-22H2,1-11H3/b13-12+,16-14+/t24-,25-,26-,27+,29+,30+,31-,34+,35-,36-,37-,38+,39+,40+,41+,42-/m1/s1",['investigational'],small molecule,['J01FA07']
DB09085,DB09085,Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,"InChI=1S/C15H24N2O2/c1-4-5-10-16-14-8-6-13(7-9-14)15(18)19-12-11-17(2)3/h6-9,16H,4-5,10-12H2,1-3H3","['approved', 'investigational', 'vet_approved']",small molecule,"['C05AD02', 'N01BA03', 'D04AB06', 'N01BA53', 'S01HA03']"
DB00332,DB00332,Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,"InChI=1S/C20H30NO3/c1-14(2)21(3)16-9-10-17(21)12-18(11-16)24-20(23)19(13-22)15-7-5-4-6-8-15/h4-8,14,16-19,22H,9-13H2,1-3H3/q+1/t16-,17+,18+,19?,21?",['approved'],small molecule,"['R03BB01', 'R01AX03', 'R03AL01', 'R03AL02']"
DB06751,DB06751,Drotaverine,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,"InChI=1S/C24H31NO4/c1-5-26-21-10-9-17(14-22(21)27-6-2)13-20-19-16-24(29-8-4)23(28-7-3)15-18(19)11-12-25-20/h9-10,13-16,25H,5-8,11-12H2,1-4H3/b20-13-","['approved', 'withdrawn']",small molecule,['A03AD02']
DB09279,DB09279,Fimasartan,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1,"InChI=1S/C27H31N7OS/c1-5-6-11-24-28-18(2)23(16-25(36)33(3)4)27(35)34(24)17-19-12-14-20(15-13-19)21-9-7-8-10-22(21)26-29-31-32-30-26/h7-10,12-15H,5-6,11,16-17H2,1-4H3,(H,29,30,31,32)",['investigational'],small molecule,"['C09DA10', 'C09CA10', 'C09DB09', 'C10BX16']"
DB15822,DB15822,Pralsetinib,CO[C@@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,"InChI=1S/C27H32FN9O2/c1-16-11-22(33-23-12-17(2)35-36-23)34-25(31-16)19-7-9-27(39-4,10-8-19)26(38)32-18(3)20-5-6-24(29-13-20)37-15-21(28)14-30-37/h5-6,11-15,18-19H,7-10H2,1-4H3,(H,32,38)(H2,31,33,34,35,36)/t18-,19-,27+/m0/s1","['approved', 'investigational']",small molecule,['L01EX23']
DB13402,DB13402,Acetylglycinamide chloral hydrate,OC(O)C(Cl)(Cl)Cl.CC(=O)NCC(O)=O,"InChI=1S/C4H7NO3.C2H3Cl3O2/c1-3(6)5-2-4(7)8;3-2(4,5)1(6)7/h2H2,1H3,(H,5,6)(H,7,8);1,6-7H",['experimental'],small molecule,['N05CC03']
DB13092,DB13092,Meclocycline,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4Cl)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,"InChI=1S/C22H21ClN2O8/c1-6-9-7(23)4-5-8(26)11(9)16(27)12-10(6)17(28)14-15(25(2)3)18(29)13(21(24)32)20(31)22(14,33)19(12)30/h4-5,10,14-15,17,26,28-30,33H,1H2,2-3H3,(H2,24,32)/t10-,14-,15+,17+,22+/m1/s1",['investigational'],small molecule,['D10AF04']
DB00239,DB00239,Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,"InChI=1S/C18H13Cl4N3O/c19-13-2-1-12(16(21)7-13)10-26-24-18(9-25-6-5-23-11-25)15-4-3-14(20)8-17(15)22/h1-8,11H,9-10H2/b24-18+",['approved'],small molecule,"['D01AC11', 'G01AF17', 'G01AF20']"
DB04571,DB04571,Trioxsalen,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,"InChI=1S/C14H12O3/c1-7-4-12(15)17-14-9(3)13-10(6-11(7)14)5-8(2)16-13/h4-6H,1-3H3","['approved', 'withdrawn']",small molecule,"['D05BA01', 'D05AD01']"
