,drugbank_id,name,smiles,inchi,groups,drug_type,atc_codes
DB00309,DB00309,Vindesine,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,"InChI=1S/C43H55N5O7/c1-6-39(52)21-25-22-42(38(51)55-5,33-27(13-17-47(23-25)24-39)26-11-8-9-12-30(26)45-33)29-19-28-31(20-32(29)54-4)46(3)35-41(28)15-18-48-16-10-14-40(7-2,34(41)48)36(49)43(35,53)37(44)50/h8-12,14,19-20,25,34-36,45,49,52-53H,6-7,13,15-18,21-24H2,1-5H3,(H2,44,50)/t25-,34-,35+,36+,39-,40+,41+,42-,43-/m0/s1","['approved', 'investigational', 'withdrawn']",small molecule,['L01CA03']
DB08940,DB08940,Kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C19H18N2O3/c1-14(22)12-13-17-18(23)20(15-8-4-2-5-9-15)21(19(17)24)16-10-6-3-7-11-16/h2-11,17H,12-13H2,1H3",['investigational'],small molecule,['M01AA06']
DB00352,DB00352,Tioguanine,NC1=NC(=S)C2=C(N1)N=CN2,"InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)","['approved', 'investigational']",small molecule,['L01BB03']
DB00755,DB00755,Tretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+","['approved', 'investigational', 'nutraceutical']",small molecule,"['L01XF01', 'D10AD51', 'D10AD01']"
DB01144,DB01144,Diclofenamide,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,"InChI=1S/C6H6Cl2N2O4S2/c7-4-1-3(15(9,11)12)2-5(6(4)8)16(10,13)14/h1-2H,(H2,9,11,12)(H2,10,13,14)",['approved'],small molecule,"['G01AE10', 'S01EC02']"
DB00625,DB00625,Efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1","['approved', 'investigational']",small molecule,"['J05AR06', 'J05AG03', 'J05AR11']"
DB13555,DB13555,Prajmaline,CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O,"InChI=1S/C23H33N2O2/c1-4-10-25-17-11-14(13(5-2)22(25)27)19-18(25)12-23(21(19)26)15-8-6-7-9-16(15)24(3)20(17)23/h6-9,13-14,17-22,26-27H,4-5,10-12H2,1-3H3/q+1/t13-,14-,17-,18-,19-,20-,21+,22+,23+,25-/m0/s1",['experimental'],small molecule,['C01BA08']
DB06292,DB06292,Dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,"InChI=1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1","['approved', 'investigational']",small molecule,"['A10BK01', 'A10BD15', 'A10BD21', 'A10BD25', 'A10BD30', 'A10BD29']"
DB00816,DB00816,Orciprenaline,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,"InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3",['approved'],small molecule,"['R03AB03', 'R03CB03', 'R03CB53']"
DB01438,DB01438,Phenazopyridine,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,"InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)/b16-15+",['approved'],small molecule,['G04BX06']
DB12941,DB12941,Darolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,"InChI=1S/C19H19ClN6O2/c1-11(22-19(28)18-8-17(12(2)27)23-24-18)10-26-6-5-16(25-26)13-3-4-14(9-21)15(20)7-13/h3-8,11-12,27H,10H2,1-2H3,(H,22,28)(H,23,24)/t11-,12?/m0/s1","['approved', 'investigational']",small molecule,['L02BB06']
DB00231,DB00231,Temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3",['approved'],small molecule,['N05CD07']
DB07101,DB07101,Mirdametinib,[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1,"InChI=1S/C16H14F3IN2O4/c17-11-3-2-10(16(25)22-26-7-9(24)6-23)15(14(11)19)21-13-4-1-8(20)5-12(13)18/h1-5,9,21,23-24H,6-7H2,(H,22,25)/t9-/m1/s1","['approved', 'investigational']",small molecule,['L01EE05']
DB13616,DB13616,Melagatran,[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,"InChI=1S/C22H31N5O4/c23-20(24)16-8-6-14(7-9-16)12-26-21(30)17-10-11-27(17)22(31)19(25-13-18(28)29)15-4-2-1-3-5-15/h6-9,15,17,19,25H,1-5,10-13H2,(H3,23,24)(H,26,30)(H,28,29)/t17-,19+/m0/s1",['investigational'],small molecule,['B01AE04']
DB12791,DB12791,Laninamivir,[H][C@]1(OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O)[C@H](OC)[C@H](O)CO,"InChI=1S/C13H22N4O7/c1-5(19)16-9-6(17-13(14)15)3-8(12(21)22)24-11(9)10(23-2)7(20)4-18/h3,6-7,9-11,18,20H,4H2,1-2H3,(H,16,19)(H,21,22)(H4,14,15,17)/t6-,7+,9+,10+,11+/m0/s1",['investigational'],small molecule,['J05AH04']
DB01638,DB01638,Sorbitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1","['approved', 'investigational']",small molecule,"['B05CX02', 'V04CC01', 'A06AD18', 'A06AG07']"
DB11613,DB11613,Velpatasvir,COC[C@H]1C[C@H](N(C1)C(=O)[C@H](NC(=O)OC)C1=CC=CC=C1)C1=NC=C(N1)C1=CC=C2C(COC3=CC4=C(C=CC5=C4NC(=N5)[C@@H]4CC[C@H](C)N4C(=O)[C@@H](NC(=O)OC)C(C)C)C=C23)=C1,"InChI=1S/C49H54N8O8/c1-26(2)41(54-48(60)63-5)47(59)57-27(3)12-17-38(57)45-51-36-16-14-30-20-35-33-15-13-31(19-32(33)25-65-40(35)21-34(30)43(36)53-45)37-22-50-44(52-37)39-18-28(24-62-4)23-56(39)46(58)42(55-49(61)64-6)29-10-8-7-9-11-29/h7-11,13-16,19-22,26-28,38-39,41-42H,12,17-18,23-25H2,1-6H3,(H,50,52)(H,51,53)(H,54,60)(H,55,61)/t27-,28-,38-,39-,41-,42+/m0/s1","['approved', 'investigational']",small molecule,"['J05AP55', 'J05AP56']"
DB00622,DB00622,Nicardipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,"InChI=1S/C26H29N3O6/c1-17-22(25(30)34-4)24(20-11-8-12-21(15-20)29(32)33)23(18(2)27-17)26(31)35-14-13-28(3)16-19-9-6-5-7-10-19/h5-12,15,24,27H,13-14,16H2,1-4H3","['approved', 'investigational']",small molecule,['C08CA04']
DB13520,DB13520,Metergoline,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@@]1([H])C[C@@H](CNC(=O)OCC1=CC=CC=C1)CN2C,"InChI=1S/C25H29N3O2/c1-27-14-18(13-26-25(29)30-16-17-7-4-3-5-8-17)11-21-20-9-6-10-22-24(20)19(12-23(21)27)15-28(22)2/h3-10,15,18,21,23H,11-14,16H2,1-2H3,(H,26,29)/t18-,21+,23+/m0/s1",['approved'],small molecule,['G02CB05']
DB05676,DB05676,Apremilast,CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,"InChI=1S/C22H24N2O7S/c1-5-31-19-11-14(9-10-18(19)30-3)17(12-32(4,28)29)24-21(26)15-7-6-8-16(23-13(2)25)20(15)22(24)27/h6-11,17H,5,12H2,1-4H3,(H,23,25)/t17-/m1/s1","['approved', 'investigational']",small molecule,['L04AA32']
DB06268,DB06268,Sitaxentan,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,"InChI=1S/C18H15ClN2O6S2/c1-9-5-13-14(26-8-25-13)7-11(9)6-12(22)17-15(3-4-28-17)29(23,24)21-18-16(19)10(2)20-27-18/h3-5,7,21H,6,8H2,1-2H3","['approved', 'withdrawn']",small molecule,['C02KX03']
DB04920,DB04920,Clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,"InChI=1S/C21H23Cl2NO6/c1-5-7-15(25)29-10-30-21(27)17-12(3)24-11(2)16(20(26)28-4)18(17)13-8-6-9-14(22)19(13)23/h6,8-9,18,24H,5,7,10H2,1-4H3","['approved', 'investigational']",small molecule,['C08CA16']
DB00898,DB00898,Ethanol,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3","['approved', 'investigational']",small molecule,"['V03AB16', 'V03AZ01', 'D08AX08']"
DB00712,DB00712,Flurbiprofen,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)","['approved', 'investigational']",small molecule,"['M02AA19', 'M01AE09', 'R02AX01', 'S01BC04']"
DB01425,DB01425,Alizapride,COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C,"InChI=1S/C16H21N5O2/c1-3-6-21-7-4-5-11(21)10-17-16(22)12-8-13-14(19-20-18-13)9-15(12)23-2/h3,8-9,11H,1,4-7,10H2,2H3,(H,17,22)(H,18,19,20)",['investigational'],small molecule,['A03FA05']
DB01129,DB01129,Rabeprazole,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,"InChI=1S/C18H21N3O3S/c1-13-16(19-9-8-17(13)24-11-5-10-23-2)12-25(22)18-20-14-6-3-4-7-15(14)21-18/h3-4,6-9H,5,10-12H2,1-2H3,(H,20,21)","['approved', 'investigational']",small molecule,"['A02BD12', 'A02BD13', 'A02BC54', 'A02BC04']"
DB13705,DB13705,Decamethoxine,[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,"InChI=1S/C38H74N2O4.2ClH/c1-29(2)33-21-19-31(5)25-35(33)43-37(41)27-39(7,8)23-17-15-13-11-12-14-16-18-24-40(9,10)28-38(42)44-36-26-32(6)20-22-34(36)30(3)4;;/h29-36H,11-28H2,1-10H3;2*1H/q+2;;/p-2/t31-,32-,33+,34+,35-,36-;;/m1../s1",['experimental'],small molecule,['D08AJ10']
DB00634,DB00634,Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C8H10N2O3S/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)",['approved'],small molecule,"['D10AF06', 'S01AB04', 'G01AE10']"
DB15102,DB15102,Pemigatinib,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,"InChI=1S/C24H27F2N5O4/c1-4-30-21-14(11-27-23-16(21)9-15(28-23)13-29-5-7-35-8-6-29)12-31(24(30)32)22-19(25)17(33-2)10-18(34-3)20(22)26/h9-11H,4-8,12-13H2,1-3H3,(H,27,28)","['approved', 'investigational']",small molecule,['L01EN02']
DB01060,DB01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1","['approved', 'investigational', 'vet_approved']",small molecule,"['A02BD12', 'J01CR50', 'A02BD14', 'A02BD04', 'A02BD07', 'A02BD13', 'A02BD10', 'A02BD05', 'A02BD03', 'A02BD01', 'A02BD15', 'A02BD06', 'J01CA04', 'A02BD17', 'A02BD16', 'A02BD11']"
DB07637,DB07637,Dibromotyrosine,[H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O,"InChI=1S/C9H9Br2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",['experimental'],small molecule,['H03BX02']
DB00827,DB00827,Cinoxacin,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,"InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)","['approved', 'withdrawn']",small molecule,['J01MB06']
DB12235,DB12235,Estetrol,[H][C@@]12[C@@H](O)[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],"InChI=1S/C18H24O4/c1-18-7-6-12-11-5-3-10(19)8-9(11)2-4-13(12)14(18)15(20)16(21)17(18)22/h3,5,8,12-17,19-22H,2,4,6-7H2,1H3/t12-,13-,14-,15-,16-,17+,18+/m1/s1","['approved', 'investigational']",small molecule,['G03AA18']
DB13622,DB13622,Selenium (75Se) norcholesterol,C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2,"InChI=1S/C28H48OSe/c1-18(2)7-6-8-19(3)26-11-12-27-25-15-20(17-30-5)24-16-21(29)9-10-22(24)23(25)13-14-28(26,27)4/h18-21,23,25-27,29H,6-17H2,1-5H3/t19-,20+,21+,23-,25-,26-,27+,28-/m1/s1/i30-4",['experimental'],small molecule,['V09XX03']
DB09062,DB09062,Cefminox,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSC[C@@H](N)C(O)=O)OC)C(O)=O,"InChI=1S/C16H21N7O7S3/c1-22-15(19-20-21-22)33-4-7-3-32-14-16(30-2,13(29)23(14)10(7)12(27)28)18-9(24)6-31-5-8(17)11(25)26/h8,14H,3-6,17H2,1-2H3,(H,18,24)(H,25,26)(H,27,28)/t8-,14-,16+/m1/s1",['experimental'],small molecule,['J01DC12']
DB00709,DB00709,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1","['approved', 'investigational']",small molecule,"['J05AR27', 'J05AR02', 'J05AR25', 'J05AR11', 'J05AR07', 'J05AR01', 'J05AR13', 'J05AR28', 'J05AR24', 'J05AR12', 'J05AR04', 'J05AR16', 'J05AR05', 'J05AF05']"
DB01426,DB01426,Ajmaline,[H][C@]12C[C@]34[C@H](O)C1[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41,"InChI=1S/C20H26N2O2/c1-3-10-11-8-14-17-20(12-6-4-5-7-13(12)21(17)2)9-15(16(11)18(20)23)22(14)19(10)24/h4-7,10-11,14-19,23-24H,3,8-9H2,1-2H3/t10-,11-,14-,15-,16?,17-,18+,19+,20+/m0/s1","['approved', 'withdrawn']",small molecule,['C01BA05']
DB04833,DB04833,Methaqualone,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,"InChI=1S/C16H14N2O/c1-11-7-3-6-10-15(11)18-12(2)17-14-9-5-4-8-13(14)16(18)19/h3-10H,1-2H3","['approved', 'illicit', 'withdrawn']",small molecule,"['N05CX02', 'N05CM01']"
DB11791,DB11791,Capmatinib,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1,"InChI=1S/C23H17FN6O/c1-25-22(31)18-6-5-16(11-19(18)24)21-13-28-23-27-12-17(30(23)29-21)10-14-4-7-20-15(9-14)3-2-8-26-20/h2-9,11-13H,10H2,1H3,(H,25,31)","['approved', 'investigational']",small molecule,['L01EX17']
DB00733,DB00733,Pralidoxime,C[N+]1=C(\C=N\O)C=CC=C1,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1","['approved', 'vet_approved']",small molecule,"['V03AB04', 'V03AB54']"
DB06815,DB06815,Pyrithione,[O-][N+]1=C(S)C=CC=C1,"InChI=1S/C5H5NOS/c7-6-4-2-1-3-5(6)8/h1-4,8H",['approved'],small molecule,['D11AX12']
DB00500,DB00500,Tolmetin,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,"InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)",['approved'],small molecule,"['M01AB03', 'M02AA21']"
