,drugbank_id,name,smiles,inchi,groups,drug_type,atc_codes
DB12887,DB12887,Tazemetostat,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,"InChI=1S/C34H44N4O4/c1-5-38(29-10-14-41-15-11-29)32-20-28(27-8-6-26(7-9-27)22-37-12-16-42-17-13-37)19-30(25(32)4)33(39)35-21-31-23(2)18-24(3)36-34(31)40/h6-9,18-20,29H,5,10-17,21-22H2,1-4H3,(H,35,39)(H,36,40)","['approved', 'investigational']",small molecule,['L01XX72']
DB11823,DB11823,Esketamine,CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl,"InChI=1S/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3/t13-/m0/s1","['approved', 'investigational']",small molecule,"['N06AX27', 'N01AX14']"
DB08916,DB08916,Afatinib,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/b4-3+/t16-/m0/s1","['approved', 'investigational']",small molecule,['L01EB03']
DB12945,DB12945,Dihydralazine,NNC1=C2C=CC=CC2=C(NN)N=N1,"InChI=1S/C8H10N6/c9-11-7-5-3-1-2-4-6(5)8(12-10)14-13-7/h1-4H,9-10H2,(H,11,13)(H,12,14)","['approved', 'investigational', 'withdrawn']",small molecule,"['C02LG01', 'C02LG51', 'C02DB01']"
DB03604,DB03604,Tiratricol,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,"InChI=1S/C14H9I3O4/c15-9-6-8(1-2-12(9)18)21-14-10(16)3-7(4-11(14)17)5-13(19)20/h1-4,6,18H,5H2,(H,19,20)","['approved', 'investigational']",small molecule,"['H03AA04', 'D11AX08']"
DB01114,DB01114,Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,"InChI=1S/C16H19ClN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3","['approved', 'investigational']",small molecule,"['R06AB54', 'R06AB04']"
DB00651,DB00651,Dyphylline,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,"InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3","['approved', 'withdrawn']",small molecule,"['R03DA20', 'R03DB01', 'R03DA51', 'R03DA01']"
DB00564,DB00564,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)","['approved', 'investigational']",small molecule,['N03AF01']
DB01594,DB01594,Cinolazepam,OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,"InChI=1S/C18H13ClFN3O2/c19-11-6-7-15-13(10-11)16(12-4-1-2-5-14(12)20)22-17(24)18(25)23(15)9-3-8-21/h1-2,4-7,10,17,24H,3,9H2",['investigational'],small molecule,['N05CD13']
DB13292,DB13292,Pimethixene,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12,"InChI=1S/C19H19NS/c1-20-12-10-14(11-13-20)19-15-6-2-4-8-17(15)21-18-9-5-3-7-16(18)19/h2-9H,10-13H2,1H3",['approved'],small molecule,['R06AX23']
DB00578,DB00578,Carbenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O,"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1",['approved'],small molecule,"['J01CR50', 'J01CA03']"
DB00302,DB00302,Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,"InChI=1S/C8H15NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h6-7H,1-5,9H2,(H,10,11)/t6-,7-","['approved', 'investigational']",small molecule,['B02AA02']
DB00863,DB00863,Ranitidine,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,"InChI=1S/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3","['approved', 'investigational', 'withdrawn']",small molecule,"['A02BA07', 'A02BA02']"
DB06204,DB06204,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,"InChI=1S/C14H23NO/c1-5-14(11(2)10-15(3)4)12-7-6-8-13(16)9-12/h6-9,11,14,16H,5,10H2,1-4H3/t11-,14+/m0/s1",['approved'],small molecule,['N02AX06']
DB08981,DB08981,Fenbufen,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C16H14O3/c17-15(10-11-16(18)19)14-8-6-13(7-9-14)12-4-2-1-3-5-12/h1-9H,10-11H2,(H,18,19)",['approved'],small molecule,['M01AE05']
DB01273,DB01273,Varenicline,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1,"InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2","['approved', 'investigational']",small molecule,"['S01XA28', 'N07BA03']"
DB09496,DB09496,Octinoxate,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,"InChI=1S/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3/b13-10+","['approved', 'investigational']",small molecule,['D02BA02']
DB00080,DB00080,Daptomycin,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=CC=CC=C2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O,"InChI=1S/C72H101N17O26/c1-5-6-7-8-9-10-11-22-53(93)81-44(25-38-31-76-42-20-15-13-17-39(38)42)66(108)84-45(27-52(75)92)67(109)86-48(30-59(102)103)68(110)89-61-37(4)115-72(114)49(26-51(91)40-18-12-14-19-41(40)74)87-71(113)60(35(2)24-56(96)97)88-69(111)50(34-90)82-55(95)32-77-63(105)46(28-57(98)99)83-62(104)36(3)79-65(107)47(29-58(100)101)85-64(106)43(21-16-23-73)80-54(94)33-78-70(61)112/h12-15,17-20,31,35-37,43-50,60-61,76,90H,5-11,16,21-30,32-34,73-74H2,1-4H3,(H2,75,92)(H,77,105)(H,78,112)(H,79,107)(H,80,94)(H,81,93)(H,82,95)(H,83,104)(H,84,108)(H,85,106)(H,86,109)(H,87,113)(H,88,111)(H,89,110)(H,96,97)(H,98,99)(H,100,101)(H,102,103)/t35-,36-,37-,43+,44+,45-,46+,47+,48+,49+,50-,60+,61+/m1/s1","['approved', 'investigational']",small molecule,['J01XX09']
DB02659,DB02659,Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1","['approved', 'investigational']",small molecule,['A05AA03']
DB01254,DB01254,Dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)","['approved', 'investigational']",small molecule,['L01EA02']
DB08905,DB08905,Formestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,"InChI=1S/C19H26O3/c1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h11-13,22H,3-10H2,1-2H3/t11-,12-,13-,18+,19-/m0/s1","['approved', 'withdrawn']",small molecule,['L02BG02']
DB13371,DB13371,Difenpiramide,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=CC=CC=N1,"InChI=1S/C19H16N2O/c22-19(21-18-8-4-5-13-20-18)14-15-9-11-17(12-10-15)16-6-2-1-3-7-16/h1-13H,14H2,(H,20,21,22)",['experimental'],small molecule,['M01AB12']
DB01156,DB01156,Bupropion,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,"InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3","['approved', 'investigational']",small molecule,"['N06AX62', 'A08AA62', 'N06AX12']"
DB13167,DB13167,Alclofenac,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,"InChI=1S/C11H11ClO3/c1-2-5-15-10-4-3-8(6-9(10)12)7-11(13)14/h2-4,6H,1,5,7H2,(H,13,14)","['approved', 'withdrawn']",small molecule,['M01AB06']
DB12401,DB12401,Bromperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,"InChI=1S/C21H23BrFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2","['approved', 'withdrawn']",small molecule,['N05AD06']
DB00551,DB00551,Acetohydroxamic acid,CC(=O)NO,"InChI=1S/C2H5NO2/c1-2(4)3-5/h5H,1H3,(H,3,4)",['approved'],small molecule,['G04BX03']
DB01600,DB01600,Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,"InChI=1S/C14H12O3S/c1-9(14(16)17)11-7-8-12(18-11)13(15)10-5-3-2-4-6-10/h2-9H,1H3,(H,16,17)",['approved'],small molecule,['M01AE11']
DB06150,DB06150,Sulfadimethoxine,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)","['approved', 'vet_approved', 'withdrawn']",small molecule,"['J01ED01', 'G01AE10']"
DB00952,DB00952,Naratriptan,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,"InChI=1S/C17H25N3O2S/c1-18-23(21,22)10-7-13-3-4-17-15(11-13)16(12-19-17)14-5-8-20(2)9-6-14/h3-4,11-12,14,18-19H,5-10H2,1-2H3",['approved'],small molecule,['N02CC02']
DB09153,DB09153,Sodium chloride,[Na+].[Cl-],InChI=1S/ClH.Na/h1H;/q;+1/p-1,"['approved', 'investigational', 'vet_approved']",small molecule,"['B05XA03', 'B05CB01', 'A12CA01']"
DB09483,DB09483,Potassium lactate,[K+].CC(O)C([O-])=O,"InChI=1S/C3H6O3.K/c1-2(4)3(5)6;/h2,4H,1H3,(H,5,6);/q;+1/p-1","['approved', 'withdrawn']",small molecule,['B05XA15']
DB13277,DB13277,Benziodarone,CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=CC=CC=C2O1,"InChI=1S/C17H12I2O3/c1-2-13-15(10-5-3-4-6-14(10)22-13)16(20)9-7-11(18)17(21)12(19)8-9/h3-8,21H,2H2,1H3","['approved', 'withdrawn']",small molecule,"['C01DX54', 'C01DX04']"
DB13142,DB13142,Calcium glubionate anhydrous,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,"InChI=1S/C12H22O12.C6H12O7.Ca/c13-1-3(15)10(7(18)8(19)11(21)22)24-12-9(20)6(17)5(16)4(2-14)23-12;7-1-2(8)3(9)4(10)5(11)6(12)13;/h3-10,12-20H,1-2H2,(H,21,22);2-5,7-11H,1H2,(H,12,13);/q;;+2/p-2/t3-,4-,5+,6+,7-,8-,9-,10-,12+;2-,3-,4+,5-;/m11./s1",['approved'],small molecule,['A12AA02']
